model,train_MAE,test_MAE,train_RMSE,test_RMSE,train_R2,test_R2,train_MAPE,test_MAPE
LightGBM_random_search,17.271214212497803,36.16567086711775,26.0839853269591,55.279078870209176,0.9754363220992373,0.9354618872396646,0.3534405721437126,0.3679967632292267
CatBoost_random_search,22.19212059378894,40.16720094992635,33.241265953858246,60.173360633133555,0.9601066406082948,0.9235278676023321,0.5117071656368695,0.47970760663279105
